MessageID,Replies
1039243013095120000,2
1039245582173380000,2
1039251582788010000,2
1039252436723150000,2
1039256852008250000,2
1039258911365250000,2
1039260948681370000,2
1039261109281120000,2
1039277760311630000,2
1039278928613890000,2
1039288223300760000,2
1039290475327310000,2
1039293985783770000,2
1039294785910120000,2
1039296436809150000,2
1039304215955430000,2
1039308812828600000,2
1039311095339670000,2
1039319267060060000,2
1039330823269500000,2
1039336777813830000,2
1039340599156120000,2
1039343961972910000,2
1039371478410510000,2
1039375121889120000,2
1039418989334670000,2
1039432552115780000,2
1039454326446370000,2
1039473456709020000,2
1039479054930530000,2
1039485548518400000,2
1039490642156700000,2
1039497532819360000,2
1039506620483600000,2
1039514224660110000,2
1039526335704700000,2
1039533229529800000,2
1039536993225630000,2
1039538377513550000,2
1039542132179190000,2
1039548575544500000,2
1039550345347780000,2
1039555185360740000,2
1039562292290110000,2
1039565222262980000,2
1039569170701180000,2
1039571271737060000,2
1039592365219080000,2
1039619638064270000,2
1039620511771380000,2
1039623591690730000,2
1039625538086870000,2
1039626017869110000,2
1039629174519070000,2
1039653135264830000,2
1039653192102040000,2
1039661718442590000,2
1039665827220470000,2
1039667023020570000,2
1039676374536140000,2
1039684040901770000,2
1039698970266610000,2
1039701963758360000,2
1039712520024580000,2
1039714969896380000,2
1039716834554060000,2
1039718755893430000,2
1039736312973140000,2
1039743753798510000,2
1039783872505040000,2
1039802027788980000,2
1039802538055360000,2
1039834284020960000,2
1039837903650790000,2
1039838056138850000,2
1039845957284840000,2
1039846332729580000,2
1039851148948230000,2
1039852556086840000,2
1039854729294210000,2
1039864914486140000,2
1039865071231350000,2
1039870292678630000,2
1039873730070150000,2
1039880315001430000,2
1039888397832250000,2
1039888637570290000,2
1039901959359210000,2
1039904155505240000,2
1039917939670040000,2
1039918276489260000,2
1039933985231710000,2
1039935994605310000,2
1039941165561320000,2
1039945817740770000,2
1039949130624360000,2
1039952327581600000,2
1039972709424390000,2
1039977616579730000,2
1039980360644340000,2
1039984151955290000,2
1039995941787450000,2
1039997691969730000,2
1039998465777030000,2
1040001476095960000,2
1040002293628770000,2
1040003423104460000,2
1040007361233010000,2
1040007655962660000,2
1040013668748910000,2
1040026645241960000,2
1040031979276660000,2
1040038455290420000,2
1040039027892720000,2
1040054257452570000,2
1040064936913690000,2
1040070437500270000,2
1040074794702580000,2
1040089315194230000,2
1040090751085010000,2
1040095234011600000,2
1040097787600410000,2
1040122133051910000,2
1040145168194780000,2
1040157263569210000,2
1040158345393590000,2
1040172196319120000,2
1040181365206070000,2
1040191470962130000,2
1040192166021210000,2
1040206813571010000,2
1040211989040180000,2
1040216282854040000,2
1040217213066720000,2
1040217518823170000,2
1040218887558750000,2
1040221780756040000,2
1040226584706370000,2
1040227371771670000,2
1040230606641220000,2
1040231800268820000,2
1040239937801590000,2
1040242579080660000,2
1040243948621450000,2
1040247328148540000,2
1040248937721060000,2
1040252828990750000,2
1040260508191000000,2
1040262326899890000,2
1040271826163820000,2
1040273738959380000,2
1040283964030670000,2
1040284165680250000,2
1040298250413080000,2
1040299461975590000,2
1040302972138340000,2
1040314236944220000,2
1040347073403590000,2
1040349064607480000,2
1040363551037230000,2
1040371173811510000,2
1040371756266130000,2
1040378313208860000,2
1040386040610130000,2
1040411546801900000,2
1040411992874310000,2
1040421289436110000,2
1040437738976110000,2
1040498181698670000,2
1040510522976880000,2
1040515695572900000,2
1040542140739310000,2
1040572873595930000,2
1040582831414680000,2
1040595122185030000,2
1040605245183800000,2
1040607064396120000,2
1040609040592760000,2
1040611734522870000,2
1040617079676820000,2
1040621715418760000,2
1040624655185390000,2
1040629094931550000,2
1040638404122340000,2
1040642427600690000,2
1040643302725480000,2
1040649176751660000,2
1040650017625840000,2
1040653398566160000,2
1040654266866830000,2
1040657452147100000,2
1040659768430480000,2
1040661670262170000,2
1040669132033810000,2
1040676770335410000,2
1040710954881880000,2
1040720632298650000,2
1040721909309000000,2
1040721968436330000,2
1040723394042370000,2
1040726664198660000,2
1040738217568490000,2
1040773360106570000,2
1040783519423910000,2
1040786620293750000,2
1040792103637460000,2
1040803304106860000,2
1040808997576760000,2
1040811413080490000,2
1040839632282410000,2
1040915560090030000,2
1040919965329690000,2
1041710629063580000,2
1041789625969250000,2
1042042587371030000,2
1042058527077000000,2
1042111595294410000,2
1042503045526020000,2
1042507602373090000,2
1042636664634400000,2
1042739629139660000,2
1042752737027470000,2
1042755105047680000,2
1042785200214890000,2
1042820694764080000,2
1042836519726320000,2
1042840624578210000,2
1042844550543420000,2
1042845416918790000,2
1042851396977130000,2
1042857686004420000,2
1042866177024840000,2
1042868612653030000,2
1042875538778540000,2
1042880450082090000,2
1042885057885720000,2
1042894836024580000,2
1042899104957790000,2
1042906832237280000,2
1042922310573980000,2
1042933659844530000,2
1042937886130270000,2
1042941320711620000,2
1042955203438360000,2
1042983144335590000,2
1043019268948800000,2
1043060373778320000,2
1043069044885050000,2
1043071642476470000,2
1043095504664630000,2
1043120925011570000,2
1043121858797680000,2
1043126212581880000,2
1043128595231600000,2
1043130170612240000,2
1043134041153850000,2
1043134395224280000,2
1043142448770370000,2
1043146627576250000,2
1043148165883410000,2
1043161652034550000,2
1043166504252930000,2
1043168265944660000,2
1043169319507700000,2
1043170471364060000,2
1043170555409640000,2
1043177337553070000,2
1043182318951780000,2
1043189085764860000,2
1043190829551050000,2
1043203198247460000,2
1043210336227210000,2
1043214370149280000,2
1043217514199690000,2
1043225250941430000,2
1043230807236560000,2
1043241388580640000,2
1043259031542840000,2
1043259930457890000,2
1043264970987840000,2
1043268631868720000,2
1043271128557460000,2
1043271685594640000,2
1043273443620330000,2
1043273798441560000,2
1043274853627910000,2
1043278255740970000,2
1043292811720880000,2
1043301670384530000,2
1043304617314930000,2
1043304812056460000,2
1043319164990050000,2
1043357197059670000,2
1043380305493720000,2
1043404226393770000,2
1043418359512080000,2
1043422564897500000,2
1043429322562970000,2
1043457652095950000,2
1043458278443880000,2
1043491352938330000,2
1043514401477870000,2
1043521123344960000,2
1043532397361420000,2
1043533478774620000,2
1043535876188510000,2
1043537167467860000,2
1043539443850910000,2
1043552444880510000,2
1043556672319490000,2
1043579417644020000,2
1043607269315890000,2
1043658806704650000,2
1043661185848160000,2
1043708695799040000,2
1043717253915700000,2
1043725158735860000,2
1043726655016050000,2
1043733525629820000,2
1043736074353290000,2
1043773979671050000,2
1043842465571030000,2
1043851728016290000,2
1043853886803460000,2
1043854523192690000,2
1043860974200080000,2
1043906772816330000,2
1043914236185850000,2
1043935343488170000,2
1043939860493380000,2
1043944846610890000,2
1043963793099890000,2
1043969239151860000,2
1044004200919680000,2
1044004234692190000,2
1044005398896760000,2
1044006262709650000,2
1044006348076310000,2
1044006928416820000,2
1044014451157020000,2
1044014575358640000,2
1044015432234140000,2
1044016051103510000,2
1044019055030550000,2
1044021770540310000,2
1044022371710000000,2
1044023380825950000,2
1044028659315590000,2
1044034264998840000,2
1044036690560640000,2
1044038996781800000,2
1044039332280110000,2
1044042575940910000,2
1044059991207020000,2
1044111929914970000,2
1044115125920100000,2
1044158417592560000,2
1044168151099790000,2
1044184521640420000,2
1044188998204350000,2
1044189926403840000,2
1044228739213790000,2
1044229917632800000,2
1044230564839070000,2
1044259665800910000,2
1044287229248580000,2
1044291152600410000,2
1044326905548280000,2
1044339226857410000,2
1044347301182020000,2
1044349533436680000,2
1044370085823960000,2
1044380051012110000,2
1044381625147150000,2
1044388692838830000,2
1044390482095140000,2
1044393437259160000,2
1044400717446840000,2
1044418119496850000,2
1044422443912200000,2
1044454963269660000,2
1044481276424710000,2
1044503083106140000,2
1044538249753100000,2
1044561883762740000,2
1044568451149420000,2
1044569418959850000,2
1044573133792050000,2
1044601256860430000,2
1044603628844130000,2
1044605911837390000,2
1044627015662530000,2
1044630138783230000,2
1044633849572070000,2
1044650221081360000,2
1044654835956490000,2
1044655360886350000,2
1044660507901230000,2
1044661004955590000,2
1044662237082910000,2
1044663603759130000,2
1044666636005890000,2
1044671662329930000,2
1044688606600860000,2
1044688890932710000,2
1044692512865170000,2
1044699631702200000,2
1044712370193540000,2
1044726785731170000,2
1044787405478390000,2
1044788382310700000,2
1044795462241470000,2
1044800257194950000,2
1044800417807370000,2
1044849329561840000,2
1044856957989980000,2
1044890907785530000,2
1044903785125080000,2
1044938563278850000,2
1044950602973930000,2
1044951470225970000,2
1044960197020540000,2
1044969373293850000,2
1044975692268610000,2
1044979024479410000,2
1044989160258510000,2
1044990754664240000,2
1044997459297140000,2
1045002220004150000,2
1045003814795920000,2
1045006483350590000,2
1045007919501180000,2
1045013442392920000,2
1045013792445230000,2
1045015683761870000,2
1045019339433360000,2
1045021457087180000,2
1045021813049310000,2
1045023186163830000,2
1045024143857650000,2
1045038371331020000,2
1045039188007990000,2
1045039311652090000,2
1045041746277620000,2
1045044737122670000,2
1045056360705140000,2
1045058417835030000,2
1045059412002400000,2
1045061291830850000,2
1045063018227340000,2
1045063906677280000,2
1045069566999690000,2
1045073864789830000,2
1045091146240800000,2
1045091783229800000,2
1045100941278660000,2
1045104294884760000,2
1045110901421010000,2
1045120972372800000,2
1045143041097570000,2
1045157412150340000,2
1045162884555130000,2
1045164900379700000,2
1045168021705290000,2
1045168691883780000,2
1045177518435650000,2
1045177657359450000,2
1045178299276840000,2
1045203275903950000,2
1045219350335140000,2
1045257101101150000,2
1045257946056330000,2
1045267173319540000,2
1045267639923360000,2
1045267776355660000,2
1045267906387470000,2
1045270379613310000,2
1045275280489820000,2
1045277650670040000,2
1045286796173680000,2
1045287000566380000,2
1045288664157340000,2
1045307815403950000,2
1045325029854980000,2
1045331795288470000,2
923165056640208000,2
926161589107023000,2
962727458972712000,2
969655037201920000,2
970310453996920000,2
970513258015797000,2
970660207004213000,2
971134411294019000,2
971356304575991000,2
971391083153272000,2
971451186913177000,2
971516360856449000,2
971525120475967000,2
971536233259261000,2
971540824227024000,2
971558221562503000,2
971565944102424000,2
971570386692464000,2
971576236152631000,2
971579004712046000,2
971588117139460000,2
971588828673773000,2
971590899405918000,2
971597532290781000,2
971599834011516000,2
971606780278079000,2
971635001031831000,2
971670910200508000,2
971684553860571000,2
971730877624578000,2
971736697703686000,2
971738131081891000,2
971756151774654000,2
971765015203237000,2
971768434001350000,2
971772658911203000,2
971778364917854000,2
971790374539800000,2
971790389781909000,2
971814366281719000,2
971816966276005000,2
971819149017079000,2
971822550757138000,2
971826241895616000,2
971846197437784000,2
971847055759966000,2
971885127180607000,2
971897873783812000,2
971901610711543000,2
971907211684392000,2
971908445048684000,2
971908542763544000,2
971916326011834000,2
971921660495441000,2
971939634522488000,2
971939753212948000,2
971941623054528000,2
971963976601841000,2
971974905632714000,2
971980179437309000,2
972001560656977000,2
972051756040429000,2
972067107482587000,2
972103885719527000,2
972113316377133000,2
972136505517817000,2
972146476058140000,2
972155268997046000,2
972156945934245000,2
972157925580996000,2
972170101830004000,2
972179792010227000,2
972180312791887000,2
972183159767891000,2
972183936884391000,2
972208214207950000,2
972208757299122000,2
972210755373117000,2
972251578399735000,2
972251703025188000,2
972260493145661000,2
972268436821770000,2
972275597715148000,2
972293165448282000,2
972322177537269000,2
972340019078692000,2
972341292054274000,2
972359930157174000,2
972363292550225000,2
972363816800366000,2
972394817635438000,2
972399017429696000,2
972403974346289000,2
972410345062060000,2
972415666329399000,2
972418492187193000,2
972421011659423000,2
972444337739939000,2
972463257641472000,2
972469011177967000,2
972507652705148000,2
972510147456131000,2
972510392256675000,2
972518637931200000,2
972527580757807000,2
972535581099089000,2
972542996272082000,2
972557410656235000,2
972563099348881000,2
972563247160274000,2
972568024401227000,2
972571225699635000,2
972591379779149000,2
972611517978988000,2
972614444172890000,2
972618421241196000,2
972624156104773000,2
972625975124017000,2
972636452839477000,2
972636773581979000,2
972640980670103000,2
972645875544678000,2
972646220010176000,2
972651668155326000,2
972654617292038000,2
972657757487812000,2
972665428366450000,2
972686579608236000,2
972708447375577000,2
972721590415908000,2
972739094085214000,2
972829763067883000,2
972832210222043000,2
972832741376053000,2
972835128056664000,2
972850863218847000,2
972854575953858000,2
972874105023234000,2
972885574288859000,2
972887271593558000,2
972896974038011000,2
972912276897452000,2
972921290154758000,2
972924305678925000,2
972948318904029000,2
972958210796736000,2
972987828840919000,2
972999257828438000,2
973004807404425000,2
973016234236112000,2
973022960733716000,2
973024510940102000,2
973025224483639000,2
973029306052919000,2
973079055259095000,2
973080746003845000,2
973094994272698000,2
973129887333658000,2
973171505570992000,2
973240417301835000,2
973257330304352000,2
973265828274757000,2
973305314241064000,2
973307964890247000,2
973314231981563000,2
973319310700699000,2
973333553227300000,2
973341747001556000,2
973343365314969000,2
973352859587760000,2
973356986204065000,2
973367374056374000,2
973381109298810000,2
973383670693154000,2
973386896176025000,2
973409694751559000,2
973411700966862000,2
973492175181963000,2
973506540597579000,2
973525841899646000,2
973529386589749000,2
973532232601210000,2
973534320974589000,2
973538682622771000,2
973581274215473000,2
973610472657293000,2
973615256709758000,2
973617730493480000,2
973623978727297000,2
973627869049081000,2
973638832175435000,2
973648559672299000,2
973652358537326000,2
973662565359333000,2
973717104217284000,2
973719417686319000,2
973725693086457000,2
973727954793504000,2
973728753888067000,2
973733023291146000,2
973738912299483000,2
973745167709671000,2
973768470167830000,2
973823560685965000,2
973831834986582000,2
973860071963856000,2
973907142649397000,2
973914736185233000,2
973926402251669000,2
973932818530148000,2
973944554159255000,2
973951474177855000,2
973957900346544000,2
973959353471586000,2
973969187336007000,2
973972608935849000,2
973980549424525000,2
973986380132077000,2
973996338324140000,2
974000732377579000,2
974011380796968000,2
974023261964120000,2
974033189143420000,2
974040794930741000,2
974042082506674000,2
974043902746546000,2
974060536361988000,2
974069957905428000,2
974077392460374000,2
974084464551907000,2
974094231760498000,2
974099256377270000,2
974103317226893000,2
974133316873019000,2
974163381497286000,2
974192546128818000,2
974200307361042000,2
974214464089210000,2
974226399602069000,2
974239181366005000,2
974264522180612000,2
974272086175899000,2
974283430975410000,2
974293332615561000,2
974295994811772000,2
974300357206540000,2
974305218182524000,2
974324845528821000,2
974328302528794000,2
974360306054041000,2
974371808676909000,2
974385217506037000,2
974388943838851000,2
974422724419444000,2
974438775873978000,2
974444580618747000,2
974488164617175000,2
974505796724604000,2
974566784476106000,2
974589669890560000,2
974607237187555000,2
974618084999880000,2
974621696194990000,2
974624316183674000,2
974637690963611000,2
974655225062674000,2
974671535020695000,2
974677475081977000,2
974679278867509000,2
974683485322596000,2
974690611449159000,2
974693839515635000,2
974696644733095000,2
974697498747875000,2
974723793213157000,2
974750959166423000,2
974764554944221000,2
974765645291192000,2
974767041688297000,2
974768088439803000,2
974781128442830000,2
974810941337485000,2
974811811668209000,2
974839677399322000,2
974850179642920000,2
974855417762168000,2
974866711798169000,2
974867941396160000,2
974868535100002000,2
974869498590146000,2
974896227404967000,2
974992668450344000,2
975008551054794000,2
975023990543613000,2
975025218631688000,2
975091902616952000,2
975098092281389000,2
975098189014499000,2
975103951375773000,2
975162094684426000,2
975163071361683000,2
975166317987708000,2
975213439235837000,2
975221511693963000,2
975256027447939000,2
975260204228063000,2
975292734138232000,2
975341676297445000,2
975359380639178000,2
975383822010232000,2
975392534884245000,2
975422810620383000,2
975424090612912000,2
975426657241698000,2
975427015800213000,2
975432958868893000,2
975447976498876000,2
975454289081585000,2
975459458880098000,2
975460641271091000,2
975462764981506000,2
975484885686276000,2
975492706444173000,2
975503289210023000,2
975583893603700000,2
975585908408881000,2
975594319544504000,2
975623513372467000,2
975682054338830000,2
975782070143344000,2
975785877719867000,2
975786099443253000,2
975787639763648000,2
975790834137300000,2
975838381262495000,2
975842280245465000,2
975853227571900000,2
975856036103016000,2
975859567878922000,2
975896662727188000,2
975900117873160000,2
975902523948195000,2
975928022686748000,2
975929652140101000,2
975941048550572000,2
975945042690035000,2
975982094798082000,2
975983166920966000,2
975983187246579000,2
975984706872336000,2
976016347174809000,2
976017980034236000,2
976052212471250000,2
976069945317568000,2
976077646953111000,2
976089759243259000,2
976093040187191000,2
976117285524946000,2
976120272435793000,2
976127013730873000,2
976144936369250000,2
976164656237678000,2
976178313231298000,2
976190444789940000,2
976208602007564000,2
976210221294145000,2
976235000009035000,2
976235430759759000,2
976249800512466000,2
976256555355123000,2
976284311002390000,2
976295752170221000,2
976311939990159000,2
976312717526159000,2
976321249990397000,2
976420417090015000,2
976427809756401000,2
976440808311226000,2
976469070039183000,2
976474253599047000,2
976476038703218000,2
976483526127177000,2
976483795670130000,2
976484493933580000,2
976486346503139000,2
976489030350090000,2
976491986885718000,2
976507408427003000,2
976509636512813000,2
976540397626257000,2
976545389292564000,2
976557976361324000,2
976559662534463000,2
976561198391963000,2
976590833867685000,2
976593739572539000,2
976621287761051000,2
976649519138979000,2
976651660708667000,2
976654851684945000,2
976655205159796000,2
976655903729610000,2
976689971493994000,2
976694815164280000,2
976717080618823000,2
976726068366381000,2
976787325123551000,2
976805189658214000,2
976815219832958000,2
976816630658453000,2
976824588783976000,2
976833277406347000,2
976838677585453000,2
976851872958042000,2
976853043709906000,2
976901249529389000,2
976904749076197000,2
976933083411750000,2
976937550379134000,2
976941858898067000,2
976944321894277000,2
977028217541283000,2
977161394050170000,2
977243583437615000,2
977248587225751000,2
977254108980830000,2
977255204860014000,2
977276747103309000,2
977298035448401000,2
977304008737075000,2
977305930151878000,2
977306437176016000,2
977315365373046000,2
977333211322724000,2
977335440226201000,2
977424645044359000,2
977428100614062000,2
977454738374508000,2
977455911676645000,2
977473110692761000,2
977474536902987000,2
977498462286688000,2
977576396024373000,2
977586423607021000,2
977596786968879000,2
977605351334821000,2
977612682835632000,2
977612910427082000,2
977675530702065000,2
977682897971724000,2
977713170243620000,2
977731484797763000,2
977744106175676000,2
977750420595634000,2
977802140344176000,2
977850135697911000,2
977876870560612000,2
977899605349339000,2
977901204477919000,2
977950398840438000,2
977950972067553000,2
977951468866195000,2
977951948463800000,2
977958772118294000,2
977960124001210000,2
977961571010916000,2
977976483904831000,2
977991375093288000,2
978025241938194000,2
978059536232673000,2
978066149228212000,2
978080104197718000,2
978094321328164000,2
978110975428657000,2
978114375042117000,2
978170904202002000,2
978198410389082000,2
978200493032923000,2
978210199549960000,2
978220841832820000,2
978239995331989000,2
978242060712062000,2
978245178812231000,2
978261853691432000,2
978288233858691000,2
978307109849911000,2
978340923896729000,2
978355103357845000,2
978393322841694000,2
978411687098376000,2
978412591361003000,2
978415281293885000,2
978415861332525000,2
978432289905426000,2
978435639925465000,2
978473512187912000,2
978555950637314000,2
978617174716755000,2
978629556671275000,2
978634903251189000,2
978639762901712000,2
978653384944177000,2
978682485558177000,2
978689104023097000,2
978696226966331000,2
978698820753199000,2
978722652847329000,2
978724746085961000,2
978746703938453000,2
1000444675436760000,1
1001147361064880000,1
1011617862769780000,1
1012741821158420000,1
1013049242301220000,1
1013116439920770000,1
1015862162462570000,1
1016745811852560000,1
1017782727658130000,1
1018090056723070000,1
1020509619419000000,1
1020712686458370000,1
1020731824895670000,1
1022201428050230000,1
1022727596298180000,1
1023161141617410000,1
1024149384987070000,1
1024516907523740000,1
1024662323745770000,1
1024980223534740000,1
1025330546082300000,1
1025788160368750000,1
1026862883408350000,1
1027013186623620000,1
1028398396464390000,1
1029133227674360000,1
1029546964331840000,1
1029853891024880000,1
1030172500892700000,1
1031570907645570000,1
1032239201113260000,1
1032415130150160000,1
1032577871649400000,1
1032729229668930000,1
1032939136943100000,1
1032990912706570000,1
1033019973998780000,1
1033482603658130000,1
1033813450353530000,1
1033859817453110000,1
1033860612076520000,1
1033897120279870000,1
1034193790385280000,1
1034582446241730000,1
1034781504545720000,1
1035046124934040000,1
1035378415862460000,1
1035435053441080000,1
1035512538262380000,1
1035521332564380000,1
1035578643433610000,1
1035595834845550000,1
1035624507552280000,1
1035631844375630000,1
1035661828821370000,1
1035728720579890000,1
1035925846245220000,1
1035955879428860000,1
1036081219576810000,1
1036234936808820000,1
1036488593064250000,1
1036569500185960000,1
1036572284708890000,1
1036658124734660000,1
1036674451142860000,1
1036723252125750000,1
1036776620588190000,1
1036882446028100000,1
1036911613138350000,1
1036936163427340000,1
1037044538144160000,1
1037142286868660000,1
1037148150450930000,1
1037207668941900000,1
1037355176242370000,1
1037364115595910000,1
1037372272200360000,1
1037472834258460000,1
1037570571637150000,1
1037697882302930000,1
1037716216142600000,1
1037726587062490000,1
1037728638123230000,1
1037729973447090000,1
1037734373796140000,1
1037747946027200000,1
1037767983278500000,1
1037792025444310000,1
1037819795129940000,1
1038042822698570000,1
1038062168925790000,1
1038106622193810000,1
1038132167363250000,1
